date,open,high,low,close,volume,amount,factor
2025-09-19,47.64,48.86,39.33,39.92,145340,641047.06385,1.0
2025-09-22,37.12,37.42,33.67,33.82,86689,312097.65992,1.0
2025-09-23,33.43,35.08,32.42,32.75,57500,197308.69741999998,1.0
2025-09-24,33.11,34.4,32.44,33.26,39161,132663.12893,1.0
2025-09-25,33.07,33.62,32.43,32.5,35549,118812.42483,1.0
2025-09-26,32.5,35.02,32.49,33.42,50039,171930.63022999998,1.0
2025-09-29,33.42,33.42,31.44,31.87,36619,119059.92459000001,1.0
2025-09-30,32.02,32.05,31.22,31.29,26702,85650.07027,1.0
2025-10-09,31.56,31.79,31.09,31.72,17695,56645.152200000004,1.0
2025-10-10,31.42,31.7,31.17,31.42,12350,39480.56205,1.0
2025-10-13,30.42,30.79,30.22,30.52,14774,45933.09635,1.0
2025-10-14,30.69,31.1,30.48,30.57,11581,36305.35387,1.0
2025-10-15,31.01,31.08,30.45,31.05,8202,25715.4852,1.0
2025-10-16,31.1,31.28,30.73,30.92,7957,25145.209199999998,1.0
2025-10-17,31.22,34.02,31.22,31.66,44086,146264.01408000002,1.0
2025-10-20,31.43,32.07,30.65,31.06,23194,73321.64387,1.0
2025-10-21,31.02,31.71,30.78,31.51,16374,52184.4234,1.0
2025-10-22,31.42,32.37,31.05,31.77,18071,58400.996,1.0
2025-10-23,31.61,32.58,31.07,32.52,23633,76706.83323999999,1.0
2025-10-24,32.52,32.7,31.81,31.81,19698,64599.73207,1.0
2025-10-27,31.68,31.87,31.42,31.46,12228,39275.60815,1.0
2025-10-28,31.42,31.6,30.73,30.78,13937,44097.54590999999,1.0
2025-10-29,31.01,32.22,30.43,32.1,19826,63240.968310000004,1.0
2025-10-30,32.22,34.78,32.22,32.49,42883,146201.32426,1.0
2025-10-31,32.31,33.63,32.0,33.48,26058,87360.08292,1.0
2025-11-03,33.21,33.78,32.82,33.32,15336,52081.414039999996,1.0
