date,open,high,low,close,volume,amount,factor
2022-01-05,45.45,46.03,40.2,40.33,2553654,15259495.68,1.0
2022-01-06,40.33,41.78,40.03,40.45,1161577,6731421.696,1.0
2022-01-07,40.25,40.51,40.04,40.07,638812,3687982.656,1.0
2022-01-10,40.15,41.94,40.13,41.25,753269,4402100.224,1.0
2022-01-11,41.05,41.57,40.38,40.54,347006,2030028.656,1.0
2022-01-12,40.74,40.74,40.25,40.56,256171,1484862.944,1.0
2022-01-13,40.46,40.46,40.23,40.26,246450,1426048.448,1.0
2022-01-14,40.16,40.25,40.06,40.1,240190,1385033.376,1.0
2022-01-17,40.1,40.17,40.04,40.05,268156,1544964.784,1.0
2022-01-18,40.05,40.18,40.04,40.07,207740,1196931.888,1.0
2022-01-19,40.05,40.07,40.03,40.03,373089,2148398.656,1.0
2022-01-20,40.04,40.16,40.03,40.08,231803,1335238.848,1.0
2022-01-21,40.06,40.07,40.03,40.03,191844,1104712.928,1.0
2022-01-24,40.13,41.18,40.09,40.64,297098,1724572.864,1.0
2022-01-25,40.35,40.48,40.04,40.04,184368,1063494.096,1.0
2022-01-26,40.04,40.45,40.03,40.08,188212,1086086.08,1.0
2022-01-27,40.05,40.11,40.03,40.03,339784,1956625.184,1.0
2022-01-28,40.04,40.06,40.03,40.03,290080,1670419.328,1.0
2022-02-07,40.15,40.86,40.15,40.6,247549,1437546.48,1.0
2022-02-08,40.67,44.95,40.67,43.75,393453,2383895.936,1.0
2022-02-09,43.25,49.88,43.15,49.88,512443,3334124.384,1.0
2022-02-10,50.45,50.85,46.91,48.45,421814,2792374.4,1.0
2022-02-11,47.96,49.92,47.35,49.06,275674,1823478.192,1.0
2022-02-14,48.93,50.06,46.25,46.46,227588,1488716.256,1.0
2022-02-15,46.38,47.1,44.95,45.35,159994,1014408.912,1.0
2022-02-16,45.73,46.8,45.21,45.95,158606,1006268.768,1.0
2022-02-17,46.05,47.02,43.89,44.33,182827,1145192.288,1.0
2022-02-18,43.92,45.5,43.75,45.25,123454,769923.008,1.0
2022-02-21,45.43,46.55,45.13,45.98,142664,904737.568,1.0
2022-02-22,45.25,46.18,43.94,44.75,133920,836344.416,1.0
2022-02-23,44.55,46.24,44.55,45.54,92215,582529.008,1.0
2022-02-24,45.25,45.45,43.39,44.17,94450,585586.576,1.0
2022-02-25,44.65,44.79,43.39,43.51,95557,585932.192,1.0
2022-02-28,43.43,43.63,41.67,42.99,80030,483160.72,1.0
2022-03-01,42.99,43.1,42.35,42.82,70043,422036.8,1.0
2022-03-02,42.46,43.4,42.41,42.93,51472,311265.056,1.0
2022-03-03,42.84,45.4,42.68,44.5,136459,845440.144,1.0
2022-03-04,43.89,45.65,43.55,44.16,77698,482899.216,1.0
2022-03-07,43.95,44.38,43.13,43.93,86065,527895.392,1.0
2022-03-08,43.92,44.32,42.31,43.5,81054,495002.928,1.0
